timestampMicros,bpm,envelopePeak,sceneId
690016,0,0.134839,Idle
943471,0,0.104574,Idle
1197262,0,0.164161,Idle
1450483,0,0.247247,Idle
1703607,0,0.273155,Idle
1956733,0,0.120354,Idle
2209633,0,0.186268,Idle
2467186,31.1439,0.281209,Idle
2734060,31.1439,0.472743,Idle
3000483,31.1439,1.06909,Idle
3267158,31.1439,1.18337,Idle
3533731,55.5909,2.26398,Idle
3783741,55.5909,1.56066,Idle
4036437,55.5909,0.290289,Idle
4300423,55.5909,0.261703,Idle
4567058,57.3511,0.584629,Idle
4833707,57.3511,0.182417,Idle
5084057,57.3511,0.145727,Idle
5350350,57.3511,0.15209,Idle
5617025,57.3511,0.128373,Idle
5883646,57.3511,0.15052,Idle
6133666,57.3511,0.109088,Idle
6383754,57.3511,0.104291,Idle
6651870,57.3511,0.109856,Idle
6918308,57.3511,0.1265,Idle
7184578,57.3511,0.105701,Idle
7450290,57.3511,0.134853,Idle
7716938,57.3511,0.109192,Idle
7983577,57.3511,0.123813,Idle
8250196,57.3511,0.118955,Idle
8516842,57.3511,0.180757,Idle
8766895,57.3511,0.134387,Idle
9033495,57.3511,0.109792,Idle
9300107,57.3511,0.111642,Idle
9550177,57.3511,0.105289,Idle
9800603,57.3511,0.120693,Idle
10066868,57.3511,0.112463,Idle
10317376,57.3511,0.119015,Idle
10583490,57.3511,0.137195,Idle
10850069,57.3511,0.125257,Idle
11100273,57.3511,0.102685,Idle
11350352,57.3511,0.118406,Idle
11602200,57.3511,0.10396,Idle
11866703,57.3511,0.115878,Idle
12116981,57.3511,0.1413,Idle
12383520,57.3511,0.139957,Idle
12633522,57.3511,0.1007,Idle
12900022,57.3511,0.138018,Idle
13150035,57.3511,0.164053,Idle
13400562,57.3511,0.113253,Idle
13667987,57.3511,0.115921,Idle
13934443,57.3511,0.12016,Idle
14200927,57.3511,0.137698,Idle
14467579,57.3511,0.111922,Idle
14734684,57.3511,0.131213,Idle
15001266,57.3511,0.105645,Idle
15268004,57.3511,0.130043,Idle
15534336,5.55294,0.490748,Idle
15799944,5.55294,1.12027,Idle
16049956,89.8316,1.03433,Idle
16316583,89.8316,0.672557,Idle
16583236,89.8316,0.323876,Idle
16833271,68.9787,0.660366,Idle
17099893,68.9787,0.711405,Idle
17366563,68.9787,0.539799,Idle
17633193,89.7057,2.04374,Idle
17883236,89.7057,5.21566,Idle
18149851,89.7057,4.49421,Idle
18416467,89.7057,1.09372,Idle
18666496,52.2032,0.958868,Idle
18933090,52.2032,0.391272,Idle
19183119,52.2032,0.601164,Idle
