timestampMicros,label,intensity
3319560,P1_synthetic,0.865956
3319560,P2_synthetic,0.0443464
4185117,P1_synthetic,0.719539
4201593,P2_synthetic,0
5051483,P1_synthetic,0.492698
5101497,P2_synthetic,0
5918400,P1_synthetic,0.242398
6001481,P2_synthetic,0.238892
6801670,P1_synthetic,0.0285527
6918050,P2_synthetic,0.577552
7684673,P1_synthetic,0
7851544,P2_synthetic,0.837849
8604441,P1_synthetic,0
8785001,P2_synthetic,0.890042
9534443,P1_synthetic,0.075779
9718300,P2_synthetic,0.709386
11347971,P1_synthetic,0.573973
11347971,P2_synthetic,0.133732
12251178,P2_synthetic,0
12351139,P1_synthetic,0.804436
13134454,P2_synthetic,0
13384397,P1_synthetic,0.899855
14001062,P2_synthetic,0.126168
14417637,P1_synthetic,0.818139
14851045,P2_synthetic,0.430639
15453306,P1_synthetic,0.587591
15701207,P2_synthetic,0.723003
16484275,P1_synthetic,0.291606
16534265,P2_synthetic,0.88563
17350906,P2_synthetic,0.865178
17500899,P1_synthetic,0.0367384
18167524,P2_synthetic,0.673866
18484184,P1_synthetic,0
18984166,P2_synthetic,0.381955
19450837,P1_synthetic,0
19784229,P2_synthetic,0.101665
20384131,P1_synthetic,0.100739
20600739,P2_synthetic,0
21300758,P1_synthetic,0.347384
21417409,P2_synthetic,0
22200671,P1_synthetic,0.604347
22233992,P2_synthetic,0.0953707
23067339,P2_synthetic,0.386611
23083987,P1_synthetic,0.803118
23917285,P2_synthetic,0.688102
23950585,P1_synthetic,0.896032
24767238,P2_synthetic,0.875266
24817282,P1_synthetic,0.864157
25633958,P2_synthetic,0.871768
25684206,P1_synthetic,0.715446
26517362,P2_synthetic,0.668576
26567210,P1_synthetic,0.482691
27417177,P2_synthetic,0.344414
27450466,P1_synthetic,0.228288
28333854,P2_synthetic,0.0404253
28350460,P1_synthetic,0.0155702
29267082,P2_synthetic,0
29283779,P1_synthetic,0
30200394,P2_synthetic,0
30233632,P1_synthetic,0
31134746,P2_synthetic,0.287403
31217024,P1_synthetic,0.122819
32067299,P2_synthetic,0.629115
32217283,P1_synthetic,0.398777
32983539,P2_synthetic,0.859758
33250304,P1_synthetic,0.683093
33883585,P2_synthetic,0.881255
34283592,P1_synthetic,0.86716
34767146,P2_synthetic,0.694534
35333563,P1_synthetic,0.884483
35633499,P2_synthetic,0.388339
36366806,P1_synthetic,0.7284
36483447,P2_synthetic,0.0917909
37333439,P2_synthetic,0
37383370,P1_synthetic,0.460788
38166689,P2_synthetic,0
38367246,P1_synthetic,0.180857
38983366,P2_synthetic,0.120795
39333403,P1_synthetic,0
39800055,P2_synthetic,0.411656
40266731,P1_synthetic,0
40616769,P2_synthetic,0.698244
41183299,P1_synthetic,0
41433333,P2_synthetic,0.875245
42083309,P1_synthetic,0.154165
42249962,P2_synthetic,0.877705
42966970,P1_synthetic,0.401468
43066905,P2_synthetic,0.704608
43833476,P1_synthetic,0.64402
43883244,P2_synthetic,0.419771
44700039,P1_synthetic,0.82521
44716556,P2_synthetic,0.122333
45566505,P1_synthetic,0.899445
45566505,P2_synthetic,0
46416610,P2_synthetic,0
46433245,P1_synthetic,0.848046
47283102,P2_synthetic,0.110438
47316412,P1_synthetic,0.679937
48166742,P2_synthetic,0.424296
48216404,P1_synthetic,0.433843
49066393,P2_synthetic,0.732297
49149677,P1_synthetic,0.169897
49983168,P2_synthetic,0.89419
50099854,P1_synthetic,0
50916276,P2_synthetic,0.82601
51082953,P1_synthetic,0
51849557,P2_synthetic,0.555449
52082944,P1_synthetic,0
52782916,P2_synthetic,0.21101
53116195,P1_synthetic,0.231866
53716314,P2_synthetic,0
54149508,P1_synthetic,0.529282
54632830,P2_synthetic,0
55199481,P1_synthetic,0.784018
