timestampMicros,label,intensity
7860247,P1_synthetic,0
7860247,P2_synthetic,0.839424
8001524,P1_detected,0.2
8001524,P2_detected,0.2
8567000,P1_detected,1
9913438,P1_detected,0.629391
9913438,P2_detected,0.355939
10434142,P1_detected,0.962354
11308938,P1_detected,0.50741
12715059,P2_detected,0.840822
12807945,P1_fallback,0.6
13941529,P1_fallback,0.6
14301706,P1_fallback,1
15038243,P1_fallback,0.6
16155656,P1_fallback,0.6
16862726,P2_fallback,0.429222
17263106,P1_fallback,0.6
28961332,P1_fallback,0.945303
29534284,P1_fallback,1
29974513,P2_detected,0.456915
30080761,P1_detected,1
30600939,P2_detected,0.609323
30907967,P1_detected,0.722351
32148648,P2_detected,0.460668
32161487,P1_detected,0.476897
32655011,P1_detected,0.473954
33455374,P1_detected,1
33562039,P2_detected,0.684472
34162619,P1_detected,0.842023
34603083,P2_detected,0.412812
35256508,P2_detected,1
35670072,P1_fallback,0.6
36416803,P1_fallback,0.6
36990506,P2_fallback,1
37177316,P1_fallback,0.6
37363966,P1_fallback,0.936992
37884080,P2_fallback,0.611858
37964483,P1_fallback,0.6
38324396,P1_fallback,1
38937830,P1_detected,0.678532
39591308,P2_detected,0.551807
40445014,P1_detected,0.518356
40850317,P1_fallback,1
40850317,P2_fallback,0.60876
41533536,P1_detected,1
42200205,P2_detected,0.645097
42250122,P1_detected,1
43733506,P2_detected,1
43766797,P1_detected,0.6
44300176,P2_fallback,0.680266
44583461,P1_fallback,0.6
44916768,P2_fallback,0.786512
45416664,P1_fallback,0.584281
45616710,P2_fallback,1
46250048,P1_fallback,0.599995
46566706,P2_fallback,0.535135
47083383,P1_fallback,0.596474
47700010,P2_fallback,0.660089
47766712,P1_fallback,1
48383309,P1_fallback,0.597161
48733233,P1_fallback,0.599912
49566531,P1_fallback,0.394107
49766569,P2_fallback,0.542582
50016576,P1_fallback,1
50616395,P1_fallback,0.349359
50983039,P2_fallback,1
51216446,P1_fallback,0.599314
52049948,P1_fallback,0.6
52883084,P1_fallback,0.59194
53549960,P2_fallback,0.64584
53699971,P1_fallback,0.31354
54332975,P2_fallback,0.654639
54416363,P1_fallback,0.714682
55016349,P1_fallback,0.271088
55366310,P1_fallback,0.320652
55866299,P1_fallback,0.635369
55866299,P2_fallback,1
56466277,P1_fallback,0.310719
57016248,P1_fallback,0.296289
57849627,P1_fallback,0.313095
58666227,P1_fallback,0.30573
58766217,P2_fallback,0.631801
59316205,P1_fallback,1
59382783,P2_fallback,1
59932784,P1_fallback,0.415718
60332829,P1_fallback,0.596637
61132766,P1_fallback,1
61749415,P1_fallback,0.599999
61766101,P1_fallback,0.684592
62282709,P2_detected,0.699868
62532801,P1_detected,0.650123
62899361,P2_detected,0.577577
63516009,P1_detected,0.516784
63516009,P2_detected,0.51375
64199557,P1_detected,0.816729
64682666,P1_detected,0.537447
64682666,P2_detected,0.736998
66015870,P1_detected,1
66449243,P2_detected,0.6603
67032505,P2_detected,0.560605
67515908,P1_detected,0.6
68199214,P2_fallback,0.641548
68349177,P1_fallback,0.575416
68415846,P1_fallback,0.717959
69199147,P1_fallback,0.594952
69365821,P2_fallback,0.691542
70049063,P1_fallback,0.596187
70082455,P1_fallback,1
70615755,P2_fallback,0.721438
70882466,P1_fallback,0.599625
70915697,P1_fallback,0.647699
71816366,P1_detected,1
73332309,P1_fallback,0.6
73815604,P2_fallback,0.398509
74315600,P1_fallback,0.598188
74432232,P2_fallback,0.459659
75032204,P1_fallback,0.564852
75032204,P2_fallback,0.40287
75615555,P2_fallback,0.518785
75648845,P1_fallback,0.596786
76198861,P1_fallback,0.49255
76198861,P2_fallback,0.414878
76765476,P2_fallback,0.447249
76798880,P1_fallback,0.540851
77415450,P2_detected,0.743714
78048757,P2_detected,0.674941
78315428,P1_fallback,0.572405
78648699,P1_fallback,0.419333
78648699,P2_fallback,0.371961
79282091,P2_detected,0.455587
79682034,P1_detected,0.533583
79931987,P2_detected,0.448993
80515321,P1_detected,0.938572
80615321,P2_detected,0.907179
81248628,P2_detected,1
81415315,P1_detected,0.655321
81848649,P2_detected,0.590329
82448608,P2_detected,0.45155
82498536,P1_detected,1
83048524,P2_detected,0.550314
83665238,P2_detected,0.711319
84015222,P1_fallback,0.450783
84832113,P2_fallback,0.577241
84998762,P1_fallback,0.596257
85415129,P1_fallback,0.744022
85415129,P2_fallback,0.578593
86032601,P1_fallback,0.572768
86048802,P2_fallback,0.704472
86998344,P1_fallback,0.598841
87165106,P1_fallback,1
87998408,P1_fallback,0.599977
88332064,P2_fallback,1
88765020,P1_fallback,0.731898
89364995,P1_fallback,0.598327
89998342,P1_fallback,0.596934
90214936,P2_fallback,1
90831618,P2_fallback,1
90998269,P1_fallback,0.533003
91464886,P2_fallback,1
91998202,P1_fallback,0.449178
92098211,P2_fallback,1
92348177,P1_fallback,0.535829
92698246,P2_fallback,0.85988
92931479,P1_fallback,0.764123
93281449,P2_detected,1
93531523,P1_detected,0.531679
94131469,P1_detected,0.920868
94131469,P2_detected,0.944243
94716653,P1_detected,0.426687
95331357,P1_detected,0.827952
95681367,P2_detected,1
95914741,P1_detected,0.820048
96431357,P1_detected,0.714573
97081279,P1_detected,0.498016
97081279,P2_detected,0.526878
97631278,P1_detected,0.843807
98381203,P1_detected,1
99898090,P1_fallback,0.6
100231422,P1_fallback,0.806074
100231422,P2_fallback,0.809238
101514504,P2_detected,0.368727
101747689,P1_fallback,0.6
101847753,P1_fallback,0.957673
102464472,P2_detected,0.306469
103364408,P1_fallback,0.6
104231113,P1_fallback,0.543666
104831007,P1_fallback,0.58644
105097730,P1_fallback,1
106614245,P1_detected,0.6
107130916,P1_fallback,1
107730869,P1_detected,0.727427
108447524,P1_detected,1
109897518,P1_detected,0.672354
111414071,P1_fallback,0.433613
112364103,P1_fallback,0.413423
112647399,P1_fallback,1
113330660,P1_fallback,0.498038
113330660,P1_fallback,1
113847322,P1_detected,1
114913911,P1_detected,1
116430606,P1_fallback,0.6
117013908,P2_fallback,0.2
117280555,P1_fallback,0.360558
118130510,P1_fallback,0.376988
118413830,P1_fallback,0.2
119032163,P1_fallback,0.258745
119847046,P1_fallback,0.2
120263668,P1_fallback,0.2
120863750,P1_fallback,0.2
121147103,P1_fallback,0.2
121663693,P2_detected,0.2
122663629,P1_fallback,0.389662
122663629,P1_fallback,0.681582
124180262,P1_detected,0.6
125346830,P1_fallback,0.6
126513517,P1_fallback,0.559665
127696750,P1_fallback,0.453514
128863529,P1_fallback,0.428861
130046652,P1_fallback,0.436172
131213276,P1_fallback,0.406096
132329933,P1_fallback,1
132929821,P1_fallback,0.579652
133563147,P1_fallback,0.474457
133846559,P1_fallback,0.714882
134729888,P1_fallback,0.490632
135913100,P1_fallback,0.736081
136513064,P1_fallback,0.524874
137080184,P1_fallback,0.457256
138262951,P1_fallback,0.451429
139429631,P1_fallback,0.44065
139979619,P1_fallback,0.839743
140596333,P1_fallback,0.400416
141779504,P1_fallback,0.599949
142946128,P1_fallback,0.6
144129363,P1_fallback,0.6
145296077,P1_fallback,0.6
145562869,P1_fallback,1
146029574,P1_fallback,1
146912694,P1_detected,1
147496065,P1_detected,0.710657
147729257,P2_detected,0.49601
148295890,P2_detected,1
148945907,P2_detected,1
149012604,P1_detected,0.6
149895863,P1_fallback,0.500634
150795889,P1_fallback,0.453299
151129226,P2_fallback,0.748472
151695826,P1_fallback,0.58486
151929145,P2_fallback,0.566779
152595778,P1_fallback,0.499501
153479097,P1_fallback,0.491766
154129048,P2_fallback,1
154379420,P1_fallback,0.510253
155162353,P2_fallback,0.824035
155262311,P1_fallback,0.479955
156045672,P2_fallback,0.498394
156162312,P1_fallback,0.494311
156628964,P2_fallback,1
157062295,P1_fallback,0.492914
157428996,P2_fallback,0.915144
157962261,P1_fallback,0.493775
158445571,P1_fallback,1
159062184,P1_fallback,0.597107
159745532,P1_fallback,0.599997
159778796,P1_fallback,1
160628794,P1_fallback,0.6
160862140,P2_fallback,0.607005
161512070,P2_fallback,0.874318
161528749,P1_fallback,0.6
162112059,P1_fallback,1
162712058,P1_fallback,0.6
163328708,P1_fallback,0.6
164211994,P1_fallback,0.6
164311995,P2_fallback,0.640323
165111970,P1_fallback,0.6
165511939,P2_fallback,0.468977
166011914,P1_fallback,0.6
166011914,P2_fallback,1
166245210,P1_fallback,0.930596
166545211,P2_fallback,1
166895194,P1_fallback,0.6
167378506,P2_fallback,0.956796
167795139,P1_fallback,0.6
168061802,P1_fallback,1
168661810,P1_fallback,1
168695140,P2_fallback,0.916721
169561764,P2_detected,0.80764
170178484,P1_fallback,0.200494
170311749,P1_synthetic,0.00877464
170311749,P2_
