timestampMicros,bpm,envelopePeak,sceneId
19976747,69.524,0.73655,Idle
20230251,69.7454,0.736402,Idle
20483547,69.9516,0.731553,Idle
20736580,70.1412,0.721908,Idle
20990220,70.3135,0.707417,Idle
21243580,70.4669,0.688212,Idle
21496770,70.6003,0.664492,Idle
21750311,70.713,0.636501,Idle
22003376,70.804,0.604726,Idle
22256965,70.8729,0.569524,Idle
22510249,70.9189,0.531576,Idle
22763836,70.9416,0.491435,Idle
23017604,70.9408,0.449822,Idle
23271347,70.9162,0.407527,Idle
23524375,70.8681,0.365458,Idle
23777563,70.7964,0.324277,Idle
24030980,70.7016,0.284787,Idle
24285504,70.5833,0.24767,Idle
24537732,70.4441,0.21417,Idle
24791293,70.2826,0.184509,Idle
25044711,70.1007,0.15955,Idle
25299300,69.8981,0.139782,Idle
25551429,69.679,0.12594,Idle
25805337,69.441,0.118164,Idle
26058668,69.1876,0.116853,Idle
26312040,68.9196,0.12215,Idle
26565538,68.6385,0.134103,Idle
26819213,68.3458,0.152643,Idle
27072142,68.0443,0.177467,Idle
27326617,67.733,0.208491,Idle
27578993,67.4182,0.244796,Idle
27832229,67.0981,0.286196,Idle
28086142,66.7749,0.332031,Idle
28339264,66.4523,0.381268,Idle
28592784,66.1307,0.433285,Idle
28845802,65.8133,0.486988,Idle
29099339,65.5007,0.541643,Idle
29353566,65.1946,0.596304,Idle
29606526,64.8993,0.649559,Idle
29859447,64.615,0.700697,Idle
30113022,64.3428,0.748898,Idle
30367141,64.0846,0.793209,Idle
30621036,63.8429,0.83264,Idle
30873547,63.62,0.8663,Idle
31127451,63.4151,0.893894,Idle
31380985,63.2309,0.914641,Idle
31633968,63.0688,0.928132,Idle
31887129,62.9291,0.934121,Idle
32140293,62.8131,0.932435,Idle
32394208,62.7213,0.923011,Idle
32647522,62.6549,0.906015,Idle
32901196,62.6141,0.881653,Idle
33155040,62.5993,0.850323,Idle
33408000,62.6108,0.812711,Idle
33661709,62.6486,0.769228,Idle
33915389,62.7126,0.720744,Idle
34168163,62.8023,0.668301,Idle
34421374,62.9175,0.612561,Idle
34674847,63.0578,0.554538,Idle
34928948,63.2227,0.495177,Idle
35181507,63.4099,0.436043,Idle
35435209,63.6201,0.377569,Idle
35689561,63.8521,0.320928,Idle
35942076,64.1022,0.267663,Idle
36195189,64.3713,0.218186,Idle
36448605,64.6575,0.173453,Idle
36702844,64.9599,0.134194,Idle
36955960,65.2745,0.101385,Idle
37209110,65.6007,0.0753999,Idle
37462626,65.9372,0.0566583,Idle
37715639,66.2807,0.0455209,Idle
37969437,66.631,0.0421063,Idle
38223495,66.9853,0.0464886,Idle
38476913,67.3403,0.0585107,Idle
38729524,67.6936,0.0778367,Idle
38983885,68.0466,0.104304,Idle
39236817,68.3928,0.137072,Idle
39489623,68.7319,0.175615,Idle
39743816,69.0639,0.219464,Idle
39997741,69.3845,0.267535,Idle
40250784,69.691,0.318783,Idle
40504441,69.9834,0.372553,Idle
40757686,70.2587,0.427643,Idle
41010974,70.5156,0.483146,Idle
41264324,70.7527,0.53807,Idle
41517223,70.9679,0.591331,Idle
41770733,71.1608,0.642215,Idle
42024619,71.3298,0.689781,Idle
42277573,71.4731,0.73299,Idle
42531018,71.5906,0.771383,Idle
42785104,71.6813,0.804334,Idle
43037831,71.744,0.831104,Idle
