timestampMicros,label,intensity
2327220,P1_synthetic,0.889081
2327220,P2_synthetic,0.378441
3182044,P2_synthetic,0.0826313
3198652,P1_synthetic,0.877607
4056947,P2_synthetic,0
4060144,P1_synthetic,0.746776
4918731,P1_synthetic,0.530537
4951954,P2_synthetic,0
5785031,P1_synthetic,0.279862
5851738,P2_synthetic,0.18659
6668325,P1_synthetic,0.0557648
6768382,P2_synthetic,0.523787
7551710,P1_synthetic,0
7701597,P2_synthetic,0.807815
8452270,P1_synthetic,0
8635042,P2_synthetic,0.898116
9384939,P1_synthetic,0.0437706
9568238,P2_synthetic,0.751756
10335258,P1_synthetic,0.282578
10484867,P2_synthetic,0.444535
11118523,P1_detected,0.2
11118523,P1_detected,0.2
11118523,P1_detected,0.2
11118523,P1_detected,0.2
11118523,P1_detected,0.2
11118523,P1_detected,0.2
11118523,P1_detected,0.2
11118523,P1_detected,0.2
11118523,P2_detected,0.2
11118523,P2_detected,0.2
11118523,P2_detected,0.2
11118523,P2_detected,0.2
11118523,P2_detected,0.2
11118523,P2_detected,0.2
11118523,P2_detected,0.2
11551598,P1_synthetic,0.628447
11551598,P2_synthetic,0.0721434
12451476,P2_synthetic,0
12568100,P1_synthetic,0.838397
13334803,P2_synthetic,0
13601433,P1_synthetic,0.897357
14201410,P2_synthetic,0.192243
14651657,P1_synthetic,0.776812
15051432,P2_synthetic,0.505408
15684799,P1_synthetic,0.5233
15785131,P1_detected,0.2
15785131,P1_detected,0.2
15785131,P1_detected,0.2
15785131,P2_detected,0.2
15785131,P2_detected,0.2
15785131,P2_detected,0.2
15785131,P2_detected,0.2
15785131,P2_detected,0.2
20401529,P1_synthetic,0.104832
20401529,P2_synthetic,0
21217851,P2_synthetic,0
21317899,P1_synthetic,0.352372
22034419,P2_synthetic,0.0393754
22217807,P1_synthetic,0.608911
22867755,P2_synthetic,0.311829
23101084,P1_synthetic,0.806056
23701110,P2_synthetic,0.61797
23751479,P1_detected,0.2
23751479,P1_detected,0.2
23751479,P1_detected,0.2
23751479,P1_detected,0.2
23751479,P2_detected,0.2
23751479,P2_detected,0.2
23751479,P2_detected,0.2
23751479,P2_detected,0.2
24818134,P1_synthetic,0.864064
24818134,P2_synthetic,0.880875
25684189,P1_synthetic,0.71545
25684189,P2_synthetic,0.865157
26551039,P1_synthetic,0.487352
26567679,P2_synthetic,0.652386
27434158,P1_synthetic,0.232776
27468307,P2_synthetic,0.325303
28334211,P1_synthetic,0.0186265
28384209,P2_synthetic,0.0274966
29267474,P1_synthetic,0
29317521,P2_synthetic,0
30217458,P1_synthetic,0
30250722,P2_synthetic,0.0103036
31184058,P2_synthetic,0.30559
31200802,P1_synthetic,0.118882
32100727,P2_synthetic,0.640243
32200638,P1_synthetic,0.393909
33017322,P2_synthetic,0.864614
33233970,P1_synthetic,0.679142
33917269,P2_synthetic,0.877656
34267174,P1_synthetic,0.865427
34801086,P2_synthetic,0.684099
35317200,P1_synthetic,0.885644
35667432,P2_synthetic,0.375554
36350733,P1_synthetic,0.73193
36517095,P2_synthetic,0.0819025
37367084,P1_synthetic,0.465513
37367084,P2_synthetic,0
38200568,P2_synthetic,0
38350437,P1_synthetic,0.185287
39017016,P2_synthetic,0.131408
39317107,P1_synthetic,0
39833960,P2_synthetic,0.42443
40250395,P1_synthetic,0
40650338,P2_synthetic,0.708305
41166987,P1_synthetic,0
41450376,P2_synthetic,0.877202
42066941,P1_synthetic,0.150008
42267008,P2_synthetic,0.875768
42950299,P1_synthetic,0.396592
43083903,P2_synthetic,0.699502
43817026,P1_synthetic,0.639809
43900385,P2_synthetic,0.413313
