timestampMicros,bpm,envelopePeak,sceneId
3330136,69.7383,0.606192,Idle
3582576,69.666,0.578136,Idle
3838319,69.5754,0.549742,Idle
4096585,69.4668,0.521708,Idle
4354920,69.3414,0.494887,Idle
4613299,69.1998,0.469806,Idle
4863324,69.0483,0.447634,Idle
5121582,68.8774,0.427277,Idle
5371631,68.6991,0.41032,Idle
5624668,0,1,Idle
5875230,0,0.0469817,Idle
6130024,0,0.000659279,Idle
6382784,0,9.25146e-06,Idle
6634982,0,1.29823e-07,Idle
6901614,0,1.52507e-09,Idle
7151643,19.6678,0.5,Idle
7418286,34.6678,0.518143,Idle
7684925,34.6678,0.477498,Idle
7935075,34.6678,0.00670057,Idle
8201792,34.6678,7.87137e-05,Idle
8468479,34.6676,0.500001,Idle
8734887,34.6676,0.5,Idle
8985430,34.6676,0.00889024,Idle
9251564,34.6676,0.000104437,Idle
9518155,34.6676,0.500001,Idle
9768186,34.6676,0.124784,Idle
10030466,34.3968,0.501466,Idle
10291209,34.3968,0.500021,Idle
10546538,34.3968,0.00745956,Idle
10802024,34.3968,0.000104678,Idle
11052379,34.3968,1.46891e-06,Idle
11318073,34.3968,1.72558e-08,Idle
11584706,34.3966,1,Idle
11840943,34.3966,0.478162,Idle
12106357,34.3966,0.00561712,Idle
12374915,34.3966,6.59861e-05,Idle
12635131,34.3966,9.25962e-07,Idle
12901412,34.3966,1.08776e-08,Idle
13167995,34.3963,0.5,Idle
13418052,34.3963,0.760472,Idle
13684659,34.3963,0.436148,Idle
13934744,34.3963,0.00731101,Idle
14201412,34.3963,8.58847e-05,Idle
14467964,34.3963,3.53104e-05,Idle
14718000,34.3963,3.53104e-05,Idle
14984642,34.3963,2.93136e-06,Idle
15234702,34.396,0.5,Idle
15501263,34.396,0.5,Idle
15751326,34.396,0.00885321,Idle
16001703,34.396,0.500124,Idle
16268152,34.396,0.399555,Idle
16518169,34.396,0.00669761,Idle
16784760,34.3958,0.500079,Idle
17034782,34.3958,0.500001,Idle
17301235,34.3958,0.00736909,Start
17567863,34.3958,8.65671e-05,Start
17817867,34.3958,1.4511e-06,Start
18084495,34.3958,0.5,Start
18334520,34.3955,0.64906,Start
18584540,34.3955,0.502092,Start
18851146,34.3955,0.00734777,Start
19101221,34.3955,0.000123168,Start
19367853,34.3955,1.4469e-06,Start
19634451,34.3955,1.69971e-08,Start
19884454,34.3952,0.5,Start
20436982,34.3952,0.0268246,Start
20688177,34.3952,0.000449652,Start
20951169,34.3952,5.2822e-06,Start
21217759,34.3952,6.20515e-08,Start
21484406,34.2676,0.5,Start
21751081,34.2676,0.218546,Start
22017687,34.2676,0.502567,Start
22267753,34.2676,0.433131,Start
22517778,34.2676,0.00607799,Start
22784299,34.2676,7.14001e-05,Start
23050918,34.2676,0.500001,Start
23300948,34.2676,0.269535,Start
23551454,34.2676,0.0037823,Start
23817584,34.2676,4.44318e-05,Start
24067587,34.2676,0.500001,Start
24317620,34.2676,0.19623,Start
24568291,34.2671,0.502754,Start
24834508,34.2671,0.39139,Start
25084798,34.2671,0.00656076,Start
25351441,34.2671,7.70714e-05,Start
25617834,34.2671,9.05381e-07,Start
25884110,34.2671,1.06358e-08,Start
26134166,34.2671,1,Start
26384209,34.2671,0.518731,Start
26650872,34.2671,0.00609369,Start
26917464,34.2671,7.15845e-05,Start
27167505,34.2671,1.00452e-06,Start
27434144,34.2671,1.18005e-08,Start
27688334,34.2671,0.5,Start
27950820,34.2671,0.38982,Start
28200952,34.2671,0.506534,Start
28467416,34.2671,0.0163671,Start
28717760,34.2671,0.000229675,Start
28984091,34.2671,2.69806e-06,Start
29234101,34.2671,0.5,Start
29500685,34.2671,0.458059,Start
29750796,34.2671,0.0064278,Start
30017409,34.2671,0.500076,Start
30284052,34.2671,0.30351,Start
30534117,34.2671,0.00508763,Start
30800750,34.2671,0.50006,Start
31067333,34.2671,0.379375,Start
31317377,34.2671,0.00532365,Start
31584021,34.2671,6.25387e-05,Start
31850640,34.2671,7.34661e-07,Start
32117286,34.2671,0.5,Start
32383928,34.2671,0.556539,Start
32633931,34.2671,0.317331,Start
32883935,34.2671,0.00531932,Start
33133943,34.2671,7.46443e-05,Start
33383974,34.2671,1.25124e-06,Start
33650558,34.2671,1.46987e-08,Start
33900572,34.2671,0.5,Start
34167194,34.2671,0.927786,Start
34417297,34.2671,0.0431243,Start
34683888,34.2671,0.000506596,Start
34950555,34.2671,5.95114e-06,Start
35217212,34.2671,6.99098e-08,Start
35483823,34.2671,0.5,Start
35750504,34.2671,0.311831,Start
36017169,34.2671,0.503663,Start
36283832,34.2671,0.334525,Start
36550447,34.2671,0.00392977,Start
36800459,34.2671,5.51452e-05,Start
37067203,34.2671,0.500001,Start
37333770,34.2671,0.181733,Start
37583778,34.2671,0.00304633,Start
37850477,34.2671,3.57862e-05,Start
38117033,34.2671,0.5,Start
38383763,34.2671,0.0612841,Start
38650408,34.2671,0.50072,Start
38917073,34.2671,0.124111,Start
39183660,34.2671,0.00145797,Start
39433686,34.2671,2.04593e-05,Start
39700326,34.2671,2.40342e-07,Start
39950344,34.2671,4.02877e-09,Start
40216954,34.2671,1,Start
40466970,34.2671,0.161732,Start
40733643,34.2671,0.00189992,Start
40983654,34.2671,2.66611e-05,Start
41250308,34.2671,3.13196e-07,Start
41516898,34.2671,3.67921e-09,Start
41783584,34.2668,0.5,Start
42050242,34.2668,0.584563,Start
42316859,34.2668,0.179052,Start
42566932,34.2668,0.0030014,Start
42833528,34.2668,3.52583e-05,Start
43083604,34.2668,4.94769e-07,Start
43350116,34.2668,0.5,Start
43600174,34.2668,0.101325,Start
43850211,34.2668,0.00142186,Start
44116795,34.2668,0.500017,Start
44366837,34.2668,0.0806778,Start
44633464,34.2668,0.000947748,Start
44900092,34.2668,0.500011,Start
45166775,34.2668,0.085536,Start
45433426,34.2668,0.00100482,Start
45683431,34.2668,1.68435e-05,Start
45933471,34.2668,2.36359e-07,Start
46200057,34.2668,0.5,Start
46466684,34.2668,0.514782,Start
46716712,34.2668,0.101936,Start
46966727,34.2668,0.00143043,Start
47217019,34.2668,2.39779e-05,Start
47483550,34.2668,2.81676e-07,Start
47750218,34.2668,3.30895e-09,Start
48016850,34.2668,1,Start
48283578,34.2668,0.392685,Start
48533923,34.2668,0.00551042,FirstPhase
48799967,34.2668,6.47326e-05,FirstPhase
49066614,34.2668,7.60435e-07,FirstPhase
49333252,34.2668,8.93308e-09,FirstPhase
49599997,34.2668,0.5,FirstPhase
49866614,34.2668,0.0494108,FirstPhase
50133208,34.2668,0.50058,FirstPhase
50383219,34.2668,0.0612939,FirstPhase
