timestampMicros,label,intensity
827700,P2_synthetic,0.842736
921258,P1_synthetic,0.656612
1655225,P2_synthetic,0.623564
1774940,P2_detected,0.2
1774940,P2_detected,1
1935565,P1_fallback,0.2
2535790,P2_fallback,1
2918262,P1_fallback,0.2
3334910,P2_fallback,1
3918278,P1_fallback,0.2
4934902,P1_fallback,0.2
5918171,P1_fallback,0.2
6918137,P1_fallback,0.2
7918074,P1_fallback,0.2
8934762,P1_fallback,0.2
9918052,P1_fallback,0.2
9967986,P1_synthetic,0.181656
9967986,P2_synthetic,0.630409
10884789,P2_synthetic,0.29462
10934603,P1_synthetic,0.456657
11801312,P2_synthetic,0.00727859
11934679,P1_synthetic,0.721574
11951305,P1_fallback,0.2
11951305,P1_fallback,0.2
11951305,P2_fallback,0.333396
11951305,P2_fallback,0.575231
12784599,P2_fallback,0.769504
12934598,P1_fallback,0.2
13601129,P2_fallback,1
13917845,P1_fallback,0.2
14451144,P2_fallback,0.878964
14917793,P1_fallback,0.2
14984518,P2_fallback,0.910861
15917790,P1_fallback,0.2
16634412,P2_fallback,0.640796
16934449,P1_fallback,0.2
17217734,P2_fallback,0.775928
17917643,P1_fallback,0.2
18918087,P1_fallback,0.2
19917745,P1_fallback,0.2
20418004,P1_synthetic,0.108735
20418004,P2_synthetic,0
21234137,P2_synthetic,0
21334032,P1_synthetic,0.357072
22050886,P2_synthetic,0.0437033
22217882,P1_synthetic,0.608931
22883983,P2_synthetic,0.317858
23100642,P1_synthetic,0.805981
23717428,P2_synthetic,0.623489
23974756,P1_synthetic,0.896871
24567926,P2_synthetic,0.846656
24834588,P1_synthetic,0.862251
25437057,P2_synthetic,0.891079
25703968,P1_synthetic,0.71094
26318339,P2_synthetic,0.728609
26334491,P1_fallback,0.2
26334491,P1_fallback,0.2
26334491,P1_fallback,0.2
26334491,P1_fallback,0.2
26334491,P1_fallback,0.2
26334491,P1_fallback,0.2
26334491,P2_fallback,0.528671
26334491,P2_fallback,0.761884
26334491,P2_fallback,0.517948
26917572,P1_fallback,0.2
26984222,P2_fallback,0.448087
27684116,P2_fallback,0.651643
27917416,P1_fallback,0.2
