timestampMicros,label,intensity
2082999,P1_synthetic,0.869301
2082999,P2_synthetic,0.470272
2936175,P2_synthetic,0.159286
2955562,P1_synthetic,0.893756
3802589,P2_synthetic,0
3819247,P1_synthetic,0.793932
4685035,P1_synthetic,0.595099
4685035,P2_synthetic,0
5551572,P1_synthetic,0.347061
5585383,P2_synthetic,0.100679
6418627,P1_synthetic,0.112214
6501621,P2_synthetic,0.424509
7301556,P1_synthetic,0
7418203,P2_synthetic,0.737196
8201590,P1_synthetic,0
8351486,P2_synthetic,0.895976
9118146,P1_synthetic,0
9284953,P2_synthetic,0.819086
10068321,P1_synthetic,0.208419
10218040,P2_synthetic,0.543156
11051419,P1_synthetic,0.490447
11134761,P2_synthetic,0.204908
12034709,P2_synthetic,0
12051345,P1_synthetic,0.746936
12917949,P2_synthetic,0
13068933,P1_synthetic,0.889155
13801478,P2_synthetic,0.0665442
14101258,P1_synthetic,0.861449
14667886,P2_synthetic,0.361645
15151233,P1_synthetic,0.666146
15517864,P2_synthetic,0.667328
16184528,P1_synthetic,0.378421
16351223,P2_synthetic,0.864639
17167834,P2_synthetic,0.885979
17210566,P1_synthetic,0.100039
17984636,P2_synthetic,0.72877
18201346,P1_synthetic,0
18801391,P2_synthetic,0.45077
19167704,P1_synthetic,0
19617691,P2_synthetic,0.154265
20101160,P1_synthetic,0.0388261
20434324,P2_synthetic,0
21017685,P1_synthetic,0.266141
21251130,P2_synthetic,0
21917647,P1_synthetic,0.526342
22067612,P2_synthetic,0.0481557
22800903,P1_synthetic,0.748841
22901025,P2_synthetic,0.324202
23667583,P1_synthetic,0.878888
23734195,P2_synthetic,0.629126
24534167,P1_synthetic,0.888454
24584270,P2_synthetic,0.849391
25400875,P1_synthetic,0.775129
25450837,P2_synthetic,0.890075
26267709,P1_synthetic,0.567381
26334080,P2_synthetic,0.724113
27150817,P1_synthetic,0.312815
27234540,P2_synthetic,0.413151
28050790,P1_synthetic,0.0772229
28150738,P2_synthetic,0.0916638
28967366,P1_synthetic,0
29067439,P2_synthetic,0
29917841,P1_synthetic,0
30000708,P2_synthetic,0
30883934,P1_synthetic,0.0474889
30933937,P2_synthetic,0.215212
31867392,P2_synthetic,0.559783
31884113,P1_synthetic,0.301964
32783927,P2_synthetic,0.825093
32900841,P1_synthetic,0.593528
33683992,P2_synthetic,0.896149
33933878,P1_synthetic,0.821211
34566964,P2_synthetic,0.751939
34983625,P1_synthetic,0.899492
35450376,P2_synthetic,0.457249
36017300,P1_synthetic,0.798112
